user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",295502,Six Feet Under The Stars,All Time Low,voice,0.993721187115,130.585998535,danceable,0.85997313261,major
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",158791,Five Minutes To Midnight,Boys Like Girls,instrumental,0.999999880791,163.975509644,not_danceable,1,minor
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",511737,"Hello, Brooklyn",All Time Low,instrumental,0.997425913811,147.897018433,not_danceable,1,major
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",168663,The Curse of Curves,Cute is What We Aim for,voice,0.998426258564,146.093780518,danceable,0.692583203316,major
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",93974,"Count 'em One, Two, Three",The Maine,instrumental,0.99999922514,139.970504761,not_danceable,1,minor
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",649636,Heart Heart Break,Boys Like Girls
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",303385,I Wanna,The All American Rejects
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",271719,Punkbitch,3OH!3
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",159967,The Downfall Of Us All,A Day To Remember
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",649645,Our Lawyer Made Us Change The,Fall Out Boy,voice,0.999889552593,151.692245483,danceable,0.5,major
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",508926,Born For This,Paramore,voice,0.978354454041,92.1905212402,danceable,0.726094007492,minor
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",246279,The Way She Moves,Forever The Sickest Kids,instrumental,0.965246140957,100.048522949,not_danceable,1,major
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",149133,The Way We Talk,The Maine
50630,90059,"There's A Party Going On, and You're Pop Punk.","pop punk, dance, drinking, happy, party",107508,Chasing The Night (Album),Every Avenue
