user_id,mix_id,mix_name,mix.tags,track_id,track_name,artist_name
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697637,Life in Technicolor,Coldplay
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697644,Smoke & Mirrors,RJD2
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697775,Cello Suite No.1,Yo Yo Ma
146688,426599,study like you mean it ,"study, focus, background music, library, finals",2905160,Symphony 2 & the Click Boom Boom,Emily Wells
146688,426599,study like you mean it ,"study, focus, background music, library, finals",3939023,Digital Sea ,Thrice
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697628,Come Talk to Me,Bon Iver
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697783,Working Poor,Horse Feathers
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4643324,Down In The Valley,The Head and The Heart
146688,426599,study like you mean it ,"study, focus, background music, library, finals",3577281,Save The World Tonight (Acoustic Cover),Collin McLaughlin
146688,426599,study like you mean it ,"study, focus, background music, library, finals",3577234,Champagne Supernova,Matt Pond PA
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4643287,I Want You Back ,The Civil Wars
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697635,Skinny Love (Cover),Birdy
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697740,Holocene,Bon Iver
146688,426599,study like you mean it ,"study, focus, background music, library, finals",4697723,Time Stops,Explosions In The Sky
