user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",66563,Of Monsters & Heroes & Men,James,voice,0.960809528828,107.877372742,not_danceable,0.871979176998,major
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",101728,No Love Lost,Joy Division
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",90921,The Milkman Of Human Kindness,Billy Bragg,voice,0.782531499863,143.967056274,not_danceable,0.934913694859,minor
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",221397,Saturday,Built To Spill
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",204843,Camera-shy,The Lucksmiths,voice,0.6899548769,161.536956787,danceable,0.967161893845,minor
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",36805,Chinese Translation,M. Ward
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",590258,Come On,The Jesus & Mary Chain
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",7819,Each Year,Ra Ra Riot,voice,0.925393104553,151.70526123,danceable,0.759680688381,major
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",338397,Season of the Shark,Yo La Tengo,instrumental,0.946395874023,162.887207031,not_danceable,1,major
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",106291,Spirited,Laura Gibson
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",148451,Like or Like Like,Miniature Tigers,voice,0.724894940853,95.9995803833,danceable,0.87733566761,minor
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",30008,"I Don't Sleep, I Dream",R.E.M.
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",27975,Loud Cloud Crowd,Stephen Malkmus,voice,0.946343541145,99.0887985229,not_danceable,0.936473786831,major
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",384892,Hey Hey Girl,The Virgins,instrumental,0.984244048595,127.950469971,not_danceable,1,major
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",81276,Don't kiss me goodbye,Ultra Orange and Emmanuelle,instrumental,0.999998211861,155.946014404,not_danceable,1,minor
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",151829,Damnit Anna,The Morning Benders
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",232720,The Neighbors,St. Vincent,instrumental,0.999999284744,164.597427368,not_danceable,1,minor
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",70910,Shempi,Ratatat,instrumental,0.999999940395,123.40120697,not_danceable,1,minor
20105,93132,Don't tell them you saw me ,"alternrock, punk rock, folk rock, focus rock, sneakin' rock",667544,She Said,Holly Golightly
