user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772787,See You Soon (Acoustic),Coldplay,voice,0.966607987881,89.2395248413,not_danceable,0.978610336781,major
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772808,The A Team,Ed Sheeran,voice,0.99707621336,84.9657897949,not_danceable,0.8390224576,major
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772812,Young Blood (The Naked and the Famous Cover),Birdy
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772822,Mango Tree,Angus & Julia Stone
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772836,Boston (acoustic),Augustana
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772849,Jungle,Emma Louise
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772890,Radio,Lana Del Rey
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772917,Broken Brights,Angus Stone,voice,0.822543501854,161.617294312,not_danceable,1,major
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772950,To Build A Home,The Cinematic Orchestra,instrumental,0.814520299435,135.508544922,not_danceable,0.985935747623,major
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772959,Featherstone,The Paper Kites,voice,0.739075005054,125.074264526,not_danceable,0.931787014008,major
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7772977,Atlas Hands,Benjamin Francis Leftwich
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7773014,Our Love Has Made Us Pariahs,Empire! Empire! (I Was A Lonely Estate)
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7773024,The Light,Belle and The Bone People
1398032,801520,"""I'm not telling you it's going to be easy - I'm telling you it's going to be worth it...""","late night studying, study, easy listening, indie, focus",7773042,Awake My Soul,Mumford & Sons
