user_id,mix_id,mix_name,mix.tags,track_id,track_name,artist_name
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",131726,Dead Man's Party,Oingo Boingo
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",49403,Red Right Hand,Nick Cave & The Bad Seeds
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",299903,Crystal Ship,X
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",129543,The Killing Moon,Echo & The Bunnymen
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",150263,Wave of Mutilation,Pixies
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",345558,Bad Moon Rising,Creedence Clearwater Revival
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",150821,Monster Mash,Bobby 'Boris' Pickett
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",37377,Ghostbusters,Ray Parker Jr
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",266007,Institutionalized,Suicidal Tendencies
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",80515,Scary Monsters (And Super Creeps),David Bowie
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",416753,Lullaby,The Cure
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",35171,Murder By Numbers,Police
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",431998, Werewolves of London,Warren Zevon
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",432015,Somebody's Watching Me,Rockwell 
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",2239,The Killing Jar,Siouxsie & The Banshees
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",165033,Bodies,The Smashing Pumpkins
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",35609,Who Can It Be Now?,Men at Work
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",381027,Spooky,Classics IV
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",66280,Murder,New Order
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",345506,The Munsters Theme,Los Straitjackets
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",161583,Who Was In My Room Last Night?,Butthole Surfers
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",438152,I Put A Spell On You,Bonnie Tyler
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",40934,I Was A Teenage Werewolf,The Cramps
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",438155,I Want Candy,Bow Wow Wow
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",438156,Them Bones,Alice In Chains
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",438159,Graveyard,Yeah Yeah Yeahs
39952,57930,Mu-ah HA! Halloween Mix,"scary, party, music",438160,Tocotta and Fugue in D Minor,J. S. Bach
