user_id,mix_id,mix_name,mix.tags,track_id,track_name,artist_name
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860689,Someone Out Of Town,Yuna
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860699,Cursed,Kate McGill
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860705,Say Goodbye (I Wont Even),Adaline
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860716,Falling In Love At A Coffee Shop,Landon Pigg
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860719,Atlas Hands,Benjamin Francis Leftwich
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860724,Interlude,Christina Perri
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860728,Flaws (Bastille),Kate McGill
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860733,That Home,The Cinematic Orchestra
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860737,Bloom,The Paper Kites
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860741,Too Late,M83
296654,438102,you fill my head with pieces,"study, acoustic, alternative, focus",4860746,In The Beginning,The Cinematic Orchestra
