focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
1,instrumental,0.999999940395,4.4284181655e-08,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955874025822,0.90441262722,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,89.977722168
1,instrumental,0.995496451855,0.00450351880863,not_danceable,5.08532775712e-06,0.999994933605,acoustic,0.991292536259,0.00870749168098,not_aggressive,0.014051171951,0.985948801041,not_party,0.00271153193898,0.9972884655,relaxed,0.994976341724,0.00502366526052,minor,163.062011719
1,instrumental,0.987020790577,0.012979217805,not_danceable,0.0137915527448,0.986208438873,acoustic,0.944979965687,0.0550200305879,not_aggressive,0.0181780960411,0.981821894646,not_party,0.0088778520003,0.991122126579,relaxed,0.996354401112,0.00364561984316,major,132.617843628
1,instrumental,1,2.32353123408e-08,not_danceable,0.0110912527889,0.9889087677,acoustic,0.976931154728,0.0230688322335,not_aggressive,0.051984064281,0.948015928268,not_party,0.00446234224364,0.995537638664,relaxed,0.994950652122,0.00504934880883,minor,143.7940979
1,instrumental,0.999999880791,1.29066208387e-07,not_danceable,0.00601652218029,0.993983507156,acoustic,0.990821003914,0.00917898584157,not_aggressive,0.0127126835287,0.987287342548,not_party,0.00169592921156,0.998304069042,relaxed,0.995799720287,0.00420030765235,major,117.79637146
1,instrumental,0.99998497963,1.50417727127e-05,not_danceable,0.0155948661268,0.98440515995,acoustic,0.885936975479,0.11406300962,not_aggressive,0.0612125955522,0.938787400723,not_party,0.0220722705126,0.977927744389,relaxed,0.999994039536,5.93894083067e-06,major,128.710845947
1,instrumental,0.994606733322,0.00539328204468,not_danceable,0.0223100446165,0.977689981461,acoustic,0.896020174026,0.103979811072,not_aggressive,0.122409552336,0.877590477467,not_party,0.0125979734585,0.987402021885,relaxed,0.991016387939,0.00898359995335,major,148.668884277
1,instrumental,0.999998748302,1.24052701267e-06,not_danceable,3.40019892064e-06,0.999996602535,acoustic,0.999634802341,0.000365185667761,not_aggressive,0.00638604583219,0.993613958359,not_party,0.000539210508578,0.999460816383,relaxed,0.99999666214,3.36304901793e-06,major,102.359268188
1,instrumental,0.997458934784,0.0025410798844,not_danceable,2.43503677666e-06,0.99999755621,acoustic,0.999911367893,8.86438938323e-05,not_aggressive,1.42490432609e-06,0.999998569489,not_party,0.00219489680603,0.997805118561,relaxed,0.972350239754,0.0276497788727,minor,90.9988479614
1,instrumental,0.963345050812,0.03665497154,not_danceable,0.0261243134737,0.973875701427,acoustic,0.946137309074,0.0538627132773,not_aggressive,0.054310053587,0.945689976215,not_party,0.010242334567,0.989757657051,relaxed,0.995672404766,0.00432760734111,major,114.517410278
1,instrumental,0.957122802734,0.0428772084415,not_danceable,0.0279327947646,0.972067177296,acoustic,0.915125668049,0.0848743319511,not_aggressive,0.138636052608,0.861363947392,not_party,0.0318207889795,0.968179225922,relaxed,0.992248058319,0.00775194447488,minor,105.554626465
1,instrumental,0.999999940395,4.45325198939e-08,not_danceable,0.00362215656787,0.996377825737,acoustic,0.999321043491,0.000678943761159,not_aggressive,2.31741580592e-07,0.999999761581,not_party,0.000277999148238,0.999722003937,relaxed,0.803890943527,0.196109071374,minor,147.803878784
1,instrumental,0.992835640907,0.00716436514631,not_danceable,0.0181151069701,0.981884896755,acoustic,0.961052119732,0.0389478616416,not_aggressive,0.01930404827,0.980695962906,not_party,0.00372557481751,0.996274411678,relaxed,0.996193885803,0.00380609487183,major,113.527107239
1,instrumental,0.957239985466,0.0427600108087,not_danceable,0.441080033779,0.558919966221,acoustic,0.853871047497,0.146128982306,not_aggressive,0.0902979820967,0.909702003002,not_party,0.172354578972,0.827645421028,relaxed,0.964259803295,0.0357401706278,minor,129.877258301
1,instrumental,0.957170546055,0.0428294464946,not_danceable,3.00000096379e-14,1,not_acoustic,0.0543588660657,0.945641160011,not_aggressive,3.00000096379e-14,1,not_party,1.57784106705e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,129.406417847
1,voice,0.0527200289071,0.947279989719,not_danceable,0.0336447879672,0.966355204582,acoustic,0.516900479794,0.483099520206,not_aggressive,0.0381423309445,0.961857676506,not_party,0.348543614149,0.651456356049,relaxed,0.966130495071,0.0338695123792,major,124.91784668
1,instrumental,0.999993085861,6.93790616424e-06,not_danceable,0.294734567404,0.705265462399,not_acoustic,0.22488322854,0.775116741657,not_aggressive,0.0438276901841,0.956172287464,not_party,0.0827919989824,0.917208015919,relaxed,0.982832014561,0.0171679798514,major,152.033554077
1,voice,0.39863795042,0.60136204958,danceable,0.999786198139,0.00021380787075,not_acoustic,0.0151567338035,0.984843254089,not_aggressive,0.0328889451921,0.967111051083,not_party,0.478521734476,0.521478295326,not_relaxed,0.373176217079,0.626823782921,major,139.956588745
1,instrumental,0.995850324631,0.00414965162054,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,103.970085144
1,instrumental,0.816771447659,0.18322853744,danceable,0.999997437,2.53991720456e-06,not_acoustic,1.81106770469e-07,0.999999821186,not_aggressive,2.89143127219e-08,1,not_party,0.180203765631,0.819796264172,relaxed,0.813719511032,0.186280488968,minor,139.887710571
1,voice,0.00135157466866,0.998648405075,danceable,0.999999284744,7.03812418124e-07,not_acoustic,2.52981919857e-07,0.999999761581,not_aggressive,0.425160378218,0.574839651585,party,0.942552864552,0.0574471205473,relaxed,0.754099786282,0.245900243521,major,128.015808105
1,instrumental,0.946421742439,0.0535782724619,danceable,0.999999880791,1.00000008274e-07,not_acoustic,0.0173807293177,0.982619285583,not_aggressive,0.00259890104644,0.997401118279,not_party,0.148499622941,0.85150039196,relaxed,0.808775424957,0.191224575043,minor,91.2197875977
1,instrumental,0.926522254944,0.0734777450562,not_danceable,3.00000096379e-14,1,not_acoustic,0.025395359844,0.974604666233,not_aggressive,3.00000096379e-14,1,not_party,1.57784052135e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,140.2449646
1,instrumental,0.90205603838,0.0979439690709,danceable,0.999969244003,3.07823465846e-05,not_acoustic,0.0041979085654,0.995802104473,not_aggressive,0.120966039598,0.879033982754,party,0.813510835171,0.186489164829,relaxed,0.835953235626,0.164046749473,minor,122.363777161
1,instrumental,0.947292923927,0.0527070611715,danceable,0.999999880791,1.00000008274e-07,not_acoustic,1.84831205896e-09,1,aggressive,0.792899787426,0.207100242376,party,0.917093813419,0.0829061940312,relaxed,0.578638553619,0.421361416578,major,130.387954712
1,instrumental,0.999999940395,3.58863019301e-08,not_danceable,3.00000096379e-14,1,not_acoustic,0.0947833657265,0.905216634274,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,99.4312591553
1,instrumental,0.680388748646,0.319611221552,danceable,0.632394969463,0.367605060339,acoustic,0.87798345089,0.12201654166,not_aggressive,0.00735954195261,0.992640435696,not_party,0.174949511886,0.825050473213,not_relaxed,0.138673648238,0.861326336861,minor,172.265808105
1,instrumental,0.999998271465,1.69949396422e-06,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,144.099899292
1,voice,0.127627715468,0.87237226963,not_danceable,0.461854755878,0.538145244122,not_acoustic,0.138783082366,0.861216902733,not_aggressive,0.147470027208,0.852530002594,not_party,0.340912848711,0.659087181091,relaxed,0.556831896305,0.443168103695,minor,121.048881531
1,voice,0.00973775330931,0.990262269974,danceable,0.997585475445,0.00241455365904,not_acoustic,2.18737980617e-07,0.999999761581,not_aggressive,0.215343534946,0.784656465054,party,0.622988283634,0.377011716366,not_relaxed,0.463753730059,0.536246240139,minor,146.340194702
1,voice,0.24844647944,0.751553535461,danceable,0.904182493687,0.0958175137639,not_acoustic,0.0388156585395,0.961184322834,not_aggressive,0.0431939139962,0.956806063652,not_party,0.451678931713,0.548321068287,not_relaxed,0.261645197868,0.738354802132,major,150.00177002
1,instrumental,0.880041480064,0.119958497584,not_danceable,0.0287342462689,0.971265733242,acoustic,0.630016326904,0.369983673096,not_aggressive,0.0286366790533,0.971363306046,not_party,0.0593036264181,0.940696358681,relaxed,0.909525156021,0.09047485888,major,119.775016785
1,instrumental,0.822569489479,0.177430525422,not_danceable,0.184982523322,0.815017461777,not_acoustic,0.136626809835,0.863373160362,not_aggressive,0.059124417603,0.940875589848,not_party,0.123332306743,0.876667678356,relaxed,0.903362452984,0.0966375246644,minor,144.870269775
1,voice,0.447070479393,0.552929520607,not_danceable,0.319385051727,0.680614948273,acoustic,0.747503638268,0.25249633193,not_aggressive,0.097358815372,0.902641177177,not_party,0.0725496187806,0.927450358868,relaxed,0.974749624729,0.0252503938973,minor,119.290405273
1,instrumental,0.71889680624,0.28110319376,danceable,0.531559169292,0.468440830708,not_acoustic,0.127197757363,0.872802257538,not_aggressive,0.0400225557387,0.959977447987,not_party,0.22250379622,0.777496218681,not_relaxed,0.379090756178,0.62090921402,minor,122.476394653
1,instrumental,0.646709144115,0.353290826082,danceable,0.91595685482,0.0840431526303,not_acoustic,0.147228166461,0.852771818638,not_aggressive,0.0162127334625,0.983787238598,not_party,0.389642864466,0.610357105732,not_relaxed,0.232357144356,0.767642855644,minor,151.470016479
1,voice,0.0207170452923,0.979282975197,danceable,0.574955642223,0.425044387579,not_acoustic,0.351906448603,0.648093521595,not_aggressive,0.0610072351992,0.938992738724,not_party,0.320658624172,0.679341375828,relaxed,0.699653029442,0.300346940756,major,104.944526672
1,instrumental,0.992419064045,0.0075809257105,not_danceable,1.52542561915e-10,1,not_acoustic,0.00711875455454,0.992881238461,not_aggressive,3.00000096379e-14,1,not_party,1.40386755447e-05,0.999985933304,relaxed,0.808817088604,0.191182896495,minor,156.360351562
1,voice,0.0871229246259,0.912877082825,danceable,0.956513643265,0.0434863381088,not_acoustic,0.129558563232,0.870441436768,not_aggressive,0.016210835427,0.983789145947,not_party,0.454248189926,0.545751810074,not_relaxed,0.180538773537,0.819461226463,major,144.865936279
1,instrumental,0.897316157818,0.102683864534,not_danceable,0.0949913486838,0.905008673668,acoustic,0.765404820442,0.234595179558,not_aggressive,0.0173623282462,0.982637643814,not_party,0.134191691875,0.865808308125,not_relaxed,0.378729462624,0.621270537376,major,178.206222534
1,instrumental,0.575878024101,0.424121975899,danceable,0.999998927116,1.07395430859e-06,not_acoustic,7.89199475548e-07,0.99999922514,aggressive,0.721491515636,0.278508454561,party,0.96220600605,0.0377939976752,not_relaxed,0.335642188787,0.664357841015,minor,121.937820435
1,instrumental,0.999985277653,1.47456466948e-05,not_danceable,3.00000096379e-14,1,not_acoustic,0.0506366193295,0.949363410473,not_aggressive,3.00000096379e-14,1,not_party,1.57776994456e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,152.440063477
1,voice,0.371667087078,0.628332912922,danceable,0.996301651001,0.00369832920842,not_acoustic,0.0803317278624,0.919668257236,not_aggressive,0.042692258954,0.957307755947,not_party,0.343230783939,0.656769216061,relaxed,0.552415430546,0.447584569454,major,86.9857254028
1,voice,0.28317964077,0.71682035923,danceable,0.687574446201,0.312425523996,acoustic,0.556750357151,0.443249613047,not_aggressive,0.0139842610806,0.986015737057,not_party,0.160272672772,0.839727342129,not_relaxed,0.105252996087,0.894747018814,major,144.259368896
1,voice,0.000263083318714,0.999736905098,not_danceable,0.05134639889,0.948653578758,acoustic,0.99484705925,0.00515292445198,not_aggressive,3.08223690126e-07,0.999999701977,not_party,0.0117089673877,0.988291025162,relaxed,0.911321699619,0.0886783078313,minor,164.943557739
1,instrumental,0.897316157818,0.102683864534,not_danceable,0.0949913486838,0.905008673668,acoustic,0.765404820442,0.234595179558,not_aggressive,0.0173623282462,0.982637643814,not_party,0.134191691875,0.865808308125,not_relaxed,0.378729462624,0.621270537376,major,178.206222534
1,voice,0.00518623879179,0.994813740253,danceable,0.864605545998,0.135394454002,acoustic,0.876037061214,0.123962938786,not_aggressive,0.0630822256207,0.93691778183,not_party,0.273362755775,0.726637244225,not_relaxed,0.351527035236,0.648472964764,minor,105.741294861
1,voice,0.004385269247,0.99561470747,not_danceable,1.33172243295e-05,0.999986708164,not_acoustic,0.12931753695,0.870682477951,not_aggressive,0.0433217361569,0.956678271294,not_party,0.205246478319,0.794753551483,not_relaxed,0.394219398499,0.605780601501,major,128.203979492
1,voice,0.11962339282,0.880376577377,not_danceable,3.00000096379e-14,1,not_acoustic,0.0167347174138,0.983265280724,not_aggressive,3.00000096379e-14,1,not_party,1.48175340655e-05,0.999985158443,relaxed,0.808817088604,0.191182896495,major,93.9622879028
1,instrumental,0.645446419716,0.354553580284,danceable,0.845898091793,0.154101938009,acoustic,0.672479748726,0.327520221472,not_aggressive,0.00300689274445,0.996993124485,not_party,0.112049072981,0.887950956821,relaxed,0.991388916969,0.0086110625416,minor,90.0261764526
1,instrumental,0.923163235188,0.0768367871642,danceable,0.999999880791,1.12674150898e-07,not_acoustic,1.04971867643e-07,0.999999880791,not_aggressive,3.00000096379e-14,1,not_party,0.00221630744636,0.997783720493,relaxed,0.808817207813,0.191182807088,minor,127.998214722
1,voice,0.187725245953,0.812274754047,danceable,0.999999880791,1.00000008274e-07,not_acoustic,1.05195674394e-09,1,aggressive,0.999999880791,1.00000008274e-07,not_party,1.85464814422e-05,0.999981462955,relaxed,0.796395361423,0.203604638577,major,85.011505127
1,instrumental,0.908704102039,0.0912959054112,danceable,0.999952852726,4.71258135804e-05,not_acoustic,0.0115243475884,0.988475680351,not_aggressive,0.205154001713,0.794845998287,party,0.902412116528,0.0975878760219,relaxed,0.81136572361,0.18863427639,minor,138.027893066
1,instrumental,1,5.07457270649e-12,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,110.014083862
1,voice,0.109852902591,0.890147089958,danceable,0.998310446739,0.00168954452965,not_acoustic,0.0449354052544,0.955064594746,not_aggressive,0.197181463242,0.802818536758,party,0.681884348392,0.318115621805,not_relaxed,0.155433148146,0.844566822052,minor,128.973068237
1,instrumental,0.999997973442,2.04922298508e-06,danceable,0.969764947891,0.0302350390702,not_acoustic,0.0227791871876,0.977220833302,not_aggressive,0.108936131001,0.891063868999,party,0.559162139893,0.440837860107,relaxed,0.690058767796,0.309941232204,minor,115.897857666
1,instrumental,0.981023013592,0.0189769975841,danceable,0.980465769768,0.0195342227817,not_acoustic,0.179935902357,0.820064127445,not_aggressive,0.0143669210374,0.985633075237,party,0.527235209942,0.472764790058,relaxed,0.588638007641,0.411361992359,major,142.081466675
1,voice,0.484002709389,0.515997290611,not_danceable,0.235279604793,0.764720380306,acoustic,0.640665233135,0.359334737062,not_aggressive,0.294018447399,0.705981552601,not_party,0.436896711588,0.563103318214,relaxed,0.930375993252,0.0696240067482,minor,132.463729858
1,voice,0.101182043552,0.898817956448,danceable,0.98069524765,0.0193047802895,not_acoustic,0.0469089895487,0.953091025352,not_aggressive,0.105638884008,0.894361138344,party,0.661031246185,0.338968724012,relaxed,0.83313280344,0.16686719656,minor,122.102806091
1,voice,0.00353281968273,0.9964671731,not_danceable,0.312816590071,0.687183380127,acoustic,0.800095796585,0.199904233217,not_aggressive,0.0331137515604,0.966886222363,not_party,0.321243226528,0.678756773472,relaxed,0.786557495594,0.213442519307,major,172.265472412
1,instrumental,0.921357035637,0.0786429718137,danceable,0.999991714954,8.26403629617e-06,not_acoustic,0.0955898091197,0.90441018343,aggressive,0.999999880791,1.00000008274e-07,not_party,5.39441753062e-05,0.999946057796,relaxed,0.909129738808,0.0908702537417,minor,119.900085449
1,voice,0.115028463304,0.884971559048,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,119.903633118
1,voice,0.460157811642,0.539842188358,not_danceable,0.00836478639394,0.991635203362,acoustic,0.939794957638,0.0602050386369,not_aggressive,0.00446202838793,0.995537996292,not_party,0.00616502854973,0.993834972382,relaxed,0.983068525791,0.0169314686209,major,132.866836548
1,voice,0.11197271198,0.888027310371,danceable,0.956935167313,0.0430648252368,not_acoustic,6.53659355976e-07,0.999999344349,not_aggressive,3.00000096379e-14,1,not_party,0.000114480215416,0.999885499477,relaxed,0.808817088604,0.191182896495,major,129.000564575
1,instrumental,0.999999701977,2.76548774991e-07,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,95.4705429077
1,instrumental,0.999998748302,1.26352836105e-06,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,95.2213668823
1,voice,0.0489775426686,0.951022446156,danceable,0.956459879875,0.0435401126742,not_acoustic,0.00766743160784,0.992332577705,aggressive,0.569294154644,0.430705845356,party,0.813362956047,0.186637043953,not_relaxed,0.113449417055,0.886550605297,major,129.841140747
1,instrumental,0.956202149391,0.0437978282571,danceable,0.797734975815,0.202265009284,not_acoustic,0.384714603424,0.615285396576,not_aggressive,0.05768943578,0.942310571671,not_party,0.343715637922,0.65628439188,relaxed,0.879499018192,0.120500959456,minor,119.920661926
1,instrumental,0.996697247028,0.00330278137699,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,121.979026794
1,instrumental,0.963175415993,0.0368245579302,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,91.8461914062
1,voice,0.101110972464,0.898889005184,danceable,0.994278788567,0.00572121609002,not_acoustic,0.00876170303673,0.991238296032,not_aggressive,0.169085562229,0.830914437771,party,0.541961252689,0.458038717508,not_relaxed,0.5,0.5,minor,138.434555054
1,instrumental,0.552948117256,0.447051882744,danceable,0.890446662903,0.109553344548,not_acoustic,2.00729959943e-06,0.999997973442,not_aggressive,3.00000096379e-14,1,not_party,0.186851263046,0.813148736954,relaxed,0.957456707954,0.0425432808697,minor,113.922294617
1,voice,0.0391904711723,0.960809528828,not_danceable,0.128020823002,0.871979176998,acoustic,0.759905874729,0.240094125271,not_aggressive,0.102622851729,0.897377133369,not_party,0.0607989653945,0.939201056957,relaxed,0.970849215984,0.029150782153,major,107.877372742
1,voice,0.217468485236,0.782531499863,not_danceable,0.0650862827897,0.934913694859,not_acoustic,0.0409415438771,0.959058463573,not_aggressive,0.304313361645,0.695686638355,not_party,0.42356172204,0.576438248158,not_relaxed,0.349614500999,0.650385499001,minor,143.967056274
1,voice,0.310045093298,0.6899548769,danceable,0.967161893845,0.0328381285071,not_acoustic,0.437514871359,0.562485098839,not_aggressive,0.022014811635,0.977985203266,not_party,0.191320851445,0.808679163456,relaxed,0.875755369663,0.124244607985,minor,161.536956787
1,voice,0.0746069177985,0.925393104553,danceable,0.759680688381,0.24031932652,acoustic,0.653318703175,0.346681296825,not_aggressive,0.00961795449257,0.990382015705,not_party,0.126271575689,0.873728454113,relaxed,0.630878508091,0.369121521711,major,151.70526123
