user_id,mix_id,mix_name,mix.tags,track_id,track_name,artist_name
26,71,Ferris Buellers Day Off,ferris bueller,779,WLS Jingle,JAMS
26,71,Ferris Buellers Day Off,ferris bueller,789,Love Missile F1-11 ,Sigue Sigue Sputnik
26,71,Ferris Buellers Day Off,ferris bueller,787,Oh Yeah,Yello
26,71,Ferris Buellers Day Off,ferris bueller,780,Beat City,The Flowerpot Men
26,71,Ferris Buellers Day Off,ferris bueller,783,BAD,Big Audio Dynamite
26,71,Ferris Buellers Day Off,ferris bueller,786,Please Please Please Let Me Get What I Want (Instrumental),The Dream Academy
26,71,Ferris Buellers Day Off,ferris bueller,782,Twist And Shout,"Beatles, The"
26,71,Ferris Buellers Day Off,ferris bueller,788,Radio People,Zapp
26,71,Ferris Buellers Day Off,ferris bueller,781,I'm Afraid,Blue Room
26,71,Ferris Buellers Day Off,ferris bueller,784,The Edge Of Forever,"Dream Academy, The"
26,71,Ferris Buellers Day Off,ferris bueller,778,March of the Swivelheads,The English Beat
26,71,Ferris Buellers Day Off,ferris bueller,785,Taking The Day Off,General Public
26,71,Ferris Buellers Day Off,ferris bueller,790,Danke Schoen,"Newton, Wayne"
