user_id,mix_id,mix_name,mix.tags,track_id,track_name,artist_name
29,353,Nothing but a 'G' thang,,715,Goodnight Chair,Tumble
29,353,Nothing but a 'G' thang,,3056,Green River,Creedence Clearwater Revival
29,353,Nothing but a 'G' thang,,3974,Goodnight Sweet Night,Jason Falkner
29,353,Nothing but a 'G' thang,,3966,Guest List,Eels
29,353,Nothing but a 'G' thang,,3055,Green Onions,Booker T. and the MGs
29,353,Nothing but a 'G' thang,,2974,Gomni,Ali Farka Toure With Ry Cooder
29,353,Nothing but a 'G' thang,,3057,Guinnevere,"Crosby, Stills & Nash"
29,353,Nothing but a 'G' thang,,3058,Guys Like Me,Aimee Mann
29,353,Nothing but a 'G' thang,,3054,Good Vibrations,Brian Wilson
29,353,Nothing but a 'G' thang,,3052,Good Night,The Beatles
