user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
125,117,wilco71s mix 1,,1336,In McDonalds,Burial,0,instrumental,0.920598208904,0.0794017761946,not_danceable,0.00494315801188,0.995056867599,acoustic,0.963442325592,0.0365576520562,not_aggressive,0.0529750995338,0.94702488184,not_party,0.00147654814646,0.99852347374,relaxed,0.999988853931,1.11594572445e-05,minor,129.134567261
125,117,wilco71s mix 1,,1456,Imitosis,Andrew Bird,0
