user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
438,351,Infected Mushroom,alternative rock,3617,Viva La Vida,Coldplay,0,voice,0.014457966201,0.985542058945,not_danceable,0.447126656771,0.552873373032,acoustic,0.723879635334,0.276120334864,not_aggressive,0.0107572255656,0.98924279213,not_party,0.162415131927,0.837584853172,relaxed,0.620088875294,0.379911124706,minor,138.085159302
