user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3850,It's Gonna Be a Long Night,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3851,"Mister, Would You Please Help My Pony?",Ween,0,instrumental,0.717282652855,0.282717347145,not_danceable,0.439782321453,0.560217678547,not_acoustic,0.365068018436,0.634931981564,not_aggressive,0.219892576337,0.780107438564,not_party,0.208327934146,0.791672050953,relaxed,0.550646424294,0.449353545904,major,126.107818604
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3853,The Mollusk,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3854,Freedom of '76,Ween,0,instrumental,0.999999046326,9.55020936999e-07,danceable,0.910060465336,0.0899395123124,not_acoustic,5.90861418459e-06,0.99999409914,not_aggressive,3.00000096379e-14,1,not_party,2.49129461736e-05,0.999975085258,relaxed,0.808817088604,0.191182896495,minor,184.570800781
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3855,Stroker Ace,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3858,Zoloft,Ween,0,instrumental,0.758552312851,0.241447672248,danceable,0.928438603878,0.071561396122,acoustic,0.67852717638,0.321472793818,not_aggressive,0.0542759485543,0.945724070072,not_party,0.161135986447,0.838864028454,not_relaxed,0.493999123573,0.506000876427,major,120.072463989
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3859,Mutilated Lips,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3860,Roses Are Free,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3861,Even If You Don't,Ween,0,voice,0.280609160662,0.719390869141,danceable,0.618337452412,0.381662577391,not_acoustic,0.0622762441635,0.937723755836,not_aggressive,0.145971491933,0.854028522968,not_party,0.2641723454,0.735827624798,relaxed,0.5422976017,0.457702428102,major,112.818565369
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3863,Voodoo Lady,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3864,Piss Up A Rope,Ween,0
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3865,Push Th' Little Daisies,Ween,0,voice,0.0121449409053,0.98785507679,danceable,0.999999880791,1.00000008274e-07,not_acoustic,0.0955903604627,0.904409646988,aggressive,0.999999880791,1.00000008274e-07,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808807313442,0.191192686558,major,104.031555176
649,347,WEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEn,,3866,15 If You Could Save Yorself  You D Save Us All ,Ween,0
