user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880001,Arrival Of The Birds/Transformation,The Cinematic Orchestra,1,instrumental,0.999999940395,3.04553076091e-08,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,142.393707275
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880008,Nimrod,Sir Edward Elgar,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880010,Ocean's Apart,Michael Giacchino,1,instrumental,0.999999821186,1.599368602e-07,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,140.035598755
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880011,Heart of Courage,Two Steps From Hell,1,voice,0.0375881195068,0.962411880493,not_danceable,0.155594453216,0.844405531883,not_acoustic,0.382450461388,0.617549538612,not_aggressive,0.0451838001609,0.954816222191,not_party,0.174693644047,0.825306355953,relaxed,0.614119946957,0.385880053043,major,134.800354004
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880026,Can't Help Falling in Love,The Piano Guys,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880049,Labor Of Love,Michael Giacchino,1,instrumental,0.553945422173,0.446054548025,not_danceable,0.00675836252049,0.993241608143,acoustic,0.982915580273,0.0170844197273,not_aggressive,0.0175534915179,0.982446491718,not_party,0.0100467074662,0.989953279495,relaxed,0.994730889797,0.00526908179745,major,126.540641785
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880055,Nero,Two Steps From Hell,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880121,Tides,Daniel Licht,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880124,Safe & Sound,Sam Tsui & Kurt Schneider,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880335,One Way Trip,Alan Silvestri,1,instrumental,0.957805156708,0.0421948134899,not_danceable,0.0544421561062,0.945557832718,not_acoustic,0.241991445422,0.758008539677,not_aggressive,0.0194310266525,0.980568945408,not_party,0.0244042240083,0.975595772266,relaxed,0.954931199551,0.0450687780976,major,97.3129043579
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880336,Beethoven's 5 Secrets,The Piano Guys & Lyceum Orchestra,1,instrumental,0.954901576042,0.0450984500349,not_danceable,0.0549643412232,0.945035636425,acoustic,0.820892453194,0.179107531905,not_aggressive,0.0104041229934,0.989595890045,not_party,0.0546871237457,0.945312857628,relaxed,0.999993622303,6.35439073449e-06,minor,150.168701172
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880401,Casper: Casper's Lullaby,James Horner,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880465,Statues,Alexandre Desplat,1
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880469,Lily's Theme,Alexandre Desplat,1,instrumental,0.943869888783,0.0561301223934,not_danceable,0.012584134005,0.987415850163,acoustic,0.882106244564,0.117893740535,not_aggressive,0.0231532063335,0.976846814156,not_party,0.0834445357323,0.916555464268,relaxed,0.799072623253,0.200927391648,major,163.898254395
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880564,Define Dancing,Thomas Newman,1,instrumental,0.892294943333,0.107705041766,not_danceable,0.01996614784,0.980033874512,acoustic,0.776976168156,0.223023831844,not_aggressive,0.00475699966773,0.995243012905,not_party,0.0195546224713,0.980445384979,relaxed,0.963069558144,0.0369304232299,major,98.9271240234
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880571,Any Other Name,Thomas Newman,1,instrumental,0.999999940395,5.43908527106e-08,not_danceable,0.0500840321183,0.94991594553,acoustic,0.901429176331,0.0985708087683,not_aggressive,0.0241579897702,0.975841999054,not_party,0.0020608259365,0.997939169407,relaxed,0.999986410141,1.3593521544e-05,major,155.32673645
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7880592,Suite from Forrest Gump,Alan Silvestri,1,instrumental,0.992275476456,0.00772451981902,not_danceable,0.0357088297606,0.964291155338,acoustic,0.853991270065,0.146008744836,not_aggressive,0.0645209997892,0.93547898531,not_party,0.0219180621207,0.978081941605,relaxed,0.995032966137,0.00496705481783,major,184.570739746
144357,817570,Finals Study Playlist 2,"study, soundtrack, focus, finals, studying",7895098,Romantic Flight,John Powell,1,instrumental,0.785786390305,0.214213639498,not_danceable,0.0909952744842,0.909004747868,not_acoustic,0.484878122807,0.515121877193,not_aggressive,0.0276646465063,0.972335338593,not_party,0.0990152284503,0.900984764099,relaxed,0.861236393452,0.138763636351,major,101.046516418
