user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973218,Your Hand In Mine,Explosions In The Sky,1,instrumental,0.999999940395,6.41983390892e-08,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,114.588348389
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973182,I Slept With Bonhomme at the CBC,Broken Social Scene,1,instrumental,1,1.71108457264e-11,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,129.344863892
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973290,Safe in the Steep Cliffs,Emancipator,1,instrumental,0.999999344349,6.74882585372e-07,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,137.613830566
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973257,Tacobel Canon,Ratatat,1,instrumental,0.999999940395,3.87486913667e-08,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,89.0175857544
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973240,Atlas Song,Jónsi & Alex,1
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973206,Milano,Sigur Rós,1
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973196,Over The Pond,The Album Leaf,1,instrumental,0.997369408607,0.00263061211444,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,82.5613479614
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973189,I Believe In Your Victory,This Will Destroy You,1,instrumental,0.561957597733,0.438042372465,not_danceable,0.16860871017,0.831391274929,not_acoustic,0.183898642659,0.816101372242,not_aggressive,0.0809835866094,0.919016420841,not_party,0.0356481671333,0.964351832867,relaxed,0.979380846024,0.0206191763282,major,126.824577332
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973226,Randy Described Eternity,Built to Spill,1,voice,0.00337600475177,0.99662399292,not_danceable,0.189852401614,0.810147583485,not_acoustic,0.00618626037613,0.993813753128,aggressive,0.774036049843,0.225963920355,party,0.703733801842,0.296266198158,not_relaxed,0.0615404956043,0.938459515572,major,172.265396118
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973276,Mogwai Fear Satan,Mogwai,1,instrumental,0.995807230473,0.00419278768823,not_danceable,0.163205549121,0.836794435978,not_acoustic,1.11462679797e-06,0.999998867512,aggressive,0.996890187263,0.00310978502966,party,0.713138997555,0.286861002445,not_relaxed,0.464567393064,0.535432636738,major,105.084777832
112966,562054,illuminate your mind,"instrumental rock, electro, study, focus, indie",5973310,Everyday,Yo La Tengo,1
