user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383462,Calling All Skeletons,Alkaline Trio,1,instrumental,0.994735300541,0.00526469014585,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,129.915878296
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383472,Feel So Close (Radio Edit),Calvin Harris,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383479,Free Fallin',Tom Petty,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383483,Ground Shake,Dirty Radio,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383485,I Got It (Spragga Down 1 DB),Kevin Lyttle,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383490,Knock Knock,Mac Miller,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383493,Levels,Avicii,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383500,Paris (Ooh La La),Grace Potter & The Nocturnals,1,voice,0.025454018265,0.974545955658,danceable,0.822848975658,0.17715100944,not_acoustic,0.0369285158813,0.963071465492,not_aggressive,0.240961223841,0.759038805962,not_party,0.490029394627,0.509970605373,not_relaxed,0.187091812491,0.812908172607,minor,90.9796447754
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383506,Strange Clouds (feat. Lil Wayne),B.o.B,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383508,Heartless,Fake Problems,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383512,Chicks Dig It,Chris Cagle,1,voice,0.468616247177,0.531383752823,danceable,0.591135025024,0.408864974976,not_acoustic,0.0168746691197,0.983125329018,aggressive,0.548560678959,0.451439291239,party,0.796378970146,0.203621014953,not_relaxed,0.272079497576,0.727920532227,minor,103.773986816
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383516,Ordinary Girl,Rebelution,1,instrumental,0.725627720356,0.274372309446,danceable,0.999851942062,0.000148085324327,not_acoustic,0.036250859499,0.963749110699,not_aggressive,4.61968951981e-08,0.999999940395,party,0.583601534367,0.416398435831,relaxed,0.841821849346,0.158178135753,major,154.123703003
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383519,These Days,Foo Fighters,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383524,All Over Now,Eric Hutchinson,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383531,Young Blood,The Naked and Famous,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383537,Glory and Consequence,Ben Harper,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383546,Someday,Jah Roots,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383552,Lay Me Down,The Dirty Heads,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383557,Bad Girlfriend,Theory of A Deadman,1,voice,0.0847166851163,0.915283322334,not_danceable,0.444544762373,0.555455267429,not_acoustic,0.00316076446325,0.996839225292,aggressive,0.962158441544,0.0378415845335,party,0.815755784512,0.184244215488,not_relaxed,0.0803376212716,0.919662356377,major,135.083328247
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383564,Brand New Bitch (Laidback Luke Remix),Anjulie,1,voice,0.342277139425,0.657722890377,danceable,0.999865651131,0.000134352085297,not_acoustic,0.0160946380347,0.983905375004,not_aggressive,0.169130191207,0.830869793892,party,0.88348954916,0.116510473192,not_relaxed,0.106317840517,0.893682181835,major,125.029335022
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383565,Lights,Ellie Goulding,1
825109,622219,BRONEIL BOARD JAMS,"freedom, snowboarding, focus, random",6383569,Opposite Of Adults,Chiddy Bang,1,voice,0.134087428451,0.865912556648,danceable,0.998459637165,0.00154033990111,not_acoustic,0.0187709517777,0.981229066849,not_aggressive,0.0704532116652,0.929546773434,party,0.928701996803,0.0712980180979,not_relaxed,0.13863530755,0.861364662647,minor,96.0120162964
