user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188631,"Love Like a Sunset, Pt. I",Phoenix,1
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188649,Springtime Out The Van Window,Anthony Green,1
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5212283,Tuolumne,Eddie Vedder,1,instrumental,0.999999880791,1.05392835792e-07,danceable,0.993548214436,0.00645176880062,not_acoustic,0.319439023733,0.680560946465,not_aggressive,0.204648450017,0.795351564884,not_party,0.117564715445,0.882435262203,relaxed,0.91803663969,0.0819633752108,minor,108.162391663
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188647,The Supine,Andrew Bird,1,instrumental,0.999999284744,7.20680986888e-07,not_danceable,0.0253820903599,0.974617898464,acoustic,0.938483834267,0.0615161657333,not_aggressive,0.00776130286977,0.99223870039,not_party,0.00443856604397,0.995561420918,relaxed,0.963074266911,0.0369257591665,minor,154.925888062
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5212297,Yawny at the Apocalypse,Andrew Bird,1,instrumental,0.999999344349,6.49987782708e-07,not_danceable,1.63350521998e-09,1,acoustic,0.998849272728,0.00115072913468,aggressive,0.878836989403,0.121163018048,not_party,9.86934755929e-05,0.999901294708,relaxed,0.798733949661,0.201266035438,minor,135.283294678
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5212285,Heard Them Stirring,Fleet Foxes,1,instrumental,0.559890329838,0.440109670162,not_danceable,0.0760591551661,0.923940837383,acoustic,0.690612316132,0.309387683868,not_aggressive,0.187184110284,0.812815904617,not_party,0.0790476500988,0.920952379704,relaxed,0.844624996185,0.155375018716,major,110.013122559
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188653,Yellow Instrumental (Coldplay),Vitamin String Quartet ,1
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188617,Bella's Lullaby,Carter Burwell,1,instrumental,0.978972315788,0.0210276897997,not_danceable,7.46685373088e-06,0.999992549419,acoustic,0.906863451004,0.0931365713477,not_aggressive,0.00504361325875,0.994956374168,not_party,0.0675604343414,0.932439565659,relaxed,0.823658823967,0.176341161132,minor,178.205825806
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188621,Intro,The xx,1
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188642,Dubzilla,Rebelution,1
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5212290,Team,Bon Iver,1,instrumental,0.999999880791,1.22093737787e-07,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,minor,112.948631287
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5188639,Your Hand In Mine,Explosions In the Sky,1,instrumental,0.999999940395,6.41983390892e-08,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,114.588348389
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5212300,He's A Pirate (Orchestra),Pirates of the Carribean Soundtrack,1
351787,460471,lyric-less music,"reading, homework, study, instrumental, focus",5212270,Eclectic Strings,Benny Benassi,1,instrumental,0.981803536415,0.0181964505464,danceable,0.999943852425,5.61237102374e-05,not_acoustic,0.00793015211821,0.992069840431,aggressive,0.762327134609,0.237672895193,party,0.947392165661,0.0526078268886,not_relaxed,0.285519450903,0.714480578899,major,129.988739014
