user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,instrumental,voice,danceability_value,danceable,not_danceable,mood_acoustic_value,acoustic,not_acoustic,mood_aggressive_value,aggressive,not_aggressive,mood_party_value,party,not_party,mood_relaxed_value,relaxed,not_relaxed,tone,bpm
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187537,"Where We're Going, We Don't Need Roads",Pompeii,1,instrumental,0.601255714893,0.398744314909,not_danceable,0.0333406589925,0.966659367085,not_acoustic,0.0328043736517,0.967195630074,not_aggressive,0.356122791767,0.643877208233,not_party,0.357280403376,0.642719626427,relaxed,0.604773938656,0.395226031542,major,104.079475403
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187541,District Sleeps Alone Tonight (DJ Downfall Persistent Beat Mix),The Postal Service,1,voice,0.390021562576,0.609978437424,danceable,0.967506587505,0.0324934348464,not_acoustic,0.267649769783,0.732350230217,not_aggressive,0.0247863978148,0.975213587284,party,0.560507237911,0.439492732286,relaxed,0.691102325916,0.308897703886,major,142.023193359
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187536,Flamenco Sketches,Miles Davis,1,instrumental,0.974373996258,0.0256260000169,not_danceable,3.00000096379e-14,1,not_acoustic,0.159756347537,0.840243637562,not_aggressive,3.00000096379e-14,1,not_party,9.40500740398e-06,0.999990582466,relaxed,0.808817088604,0.191182896495,minor,112.072433472
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187533,Rising,Son Lux,1
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187524,Two-Fifty,Chris Walla,1,instrumental,0.931585729122,0.0684142410755,danceable,0.79449903965,0.205500990152,acoustic,0.815234184265,0.184765815735,not_aggressive,1.26696122607e-05,0.999987304211,not_party,0.112677618861,0.887322366238,relaxed,0.969610929489,0.0303890742362,major,151.758392334
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187589,Kids - MGMT (cover),Lady Danville,1
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187574,Covered In Rain,John Mayer,1,instrumental,0.697031855583,0.302968114614,not_danceable,0.268617540598,0.7313824296,not_acoustic,0.269591718912,0.730408251286,not_aggressive,0.144433662295,0.855566322803,not_party,0.388685107231,0.611314892769,relaxed,0.931814670563,0.0681853368878,major,138.520980835
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187584,Is There A Ghost,Band Of Horses,1,instrumental,0.999993622303,6.35523565506e-06,not_danceable,3.00000096379e-14,1,not_acoustic,0.0955903604627,0.904409646988,not_aggressive,3.00000096379e-14,1,not_party,1.57784197654e-05,0.999984204769,relaxed,0.808817088604,0.191182896495,major,137.481338501
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187590,Tired Magician,Lady Danville,1
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187521,Happiness,Jónsi & Alex,1
319208,320131,Study Starters,"indie, ambient, study, focus, classical",3187520,Leave The Riches,Son Lux,1,instrumental,0.91592758894,0.0840723961592,not_danceable,0.494611978531,0.505388021469,acoustic,0.812448441982,0.187551572919,not_aggressive,0.110556580126,0.889443397522,not_party,0.108565740287,0.891434252262,relaxed,0.983526468277,0.0164735168219,minor,143.784805298
