user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
26,71,Ferris Buellers Day Off,ferris bueller,779,WLS Jingle,JAMS,0
26,71,Ferris Buellers Day Off,ferris bueller,789,Love Missile F1-11 ,Sigue Sigue Sputnik,0,voice,0.871036291122,96.5909729004,danceable,0.997739672661,major
26,71,Ferris Buellers Day Off,ferris bueller,787,Oh Yeah,Yello,0
26,71,Ferris Buellers Day Off,ferris bueller,780,Beat City,The Flowerpot Men,0,voice,0.885053694248,112.65146637,danceable,0.550864458084,minor
26,71,Ferris Buellers Day Off,ferris bueller,783,BAD,Big Audio Dynamite,0
26,71,Ferris Buellers Day Off,ferris bueller,786,Please Please Please Let Me Get What I Want (Instrumental),The Dream Academy,0,voice,0.592261135578,120.245269775,not_danceable,0.977438271046,major
26,71,Ferris Buellers Day Off,ferris bueller,782,Twist And Shout,"Beatles, The",0
26,71,Ferris Buellers Day Off,ferris bueller,788,Radio People,Zapp,0,voice,0.8933416605,140.841537476,danceable,0.686152815819,major
26,71,Ferris Buellers Day Off,ferris bueller,781,I'm Afraid,Blue Room,0,voice,0.913230597973,120.083511353,danceable,0.898365199566,major
26,71,Ferris Buellers Day Off,ferris bueller,784,The Edge Of Forever,"Dream Academy, The",0
26,71,Ferris Buellers Day Off,ferris bueller,778,March of the Swivelheads,The English Beat,0
26,71,Ferris Buellers Day Off,ferris bueller,785,Taking The Day Off,General Public,0
26,71,Ferris Buellers Day Off,ferris bueller,790,Danke Schoen,"Newton, Wayne",0
