user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
229,166,kedkids mix 1,,1688,Imagination,Sad Lovers And Giants,0
229,166,kedkids mix 1,,1729,The Ghost in You,The Psychedelic Furs,0
229,166,kedkids mix 1,,135,Overkill,Men At Work,0
229,166,kedkids mix 1,,266,Age of consent,New Order,0
229,166,kedkids mix 1,,262,5 8 6,New Order,0
229,166,kedkids mix 1,,110,Close To Me,The Cure,0
229,166,kedkids mix 1,,651,West End Girls,Pet Shop Boys,0
229,166,kedkids mix 1,,789,Love Missile F1-11 ,Sigue Sigue Sputnik,0,voice,0.871036291122,96.5909729004,danceable,0.997739672661,major
229,166,kedkids mix 1,,780,Beat City,The Flowerpot Men,0,voice,0.885053694248,112.65146637,danceable,0.550864458084,minor
229,166,kedkids mix 1,,255,Dreams Never End,New Order,0
