user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4422,All I Want,Joni Mitchell,0
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4423,Everybody's Down,No Age,0,voice,0.947347521782,121.385971069,not_danceable,0.957361638546,major
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4424,Strings That Tie To You,Jon Brion,0,voice,0.586709618568,125.63697052,danceable,0.718082904816,minor
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4425,Shake Some Action,Flaming Groovies,0
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4426,Underground,Nina Nastasia,0,voice,0.861923873425,122.717269897,not_danceable,0.845480144024,major
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4427,steadier footing,Death Cab For Cutie,0,instrumental,0.999999940395,91.3231506348,danceable,0.99271184206,minor
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4428,Plateau,Meat Puppets,0
998,438,My heart is a large box with high sides,"eclectic, alternative rock, indie-rock",4429,Rachel's Song,James McMurtry & The Heartless Bastards,0,voice,0.806086301804,117.435974121,not_danceable,0.870637834072,major
