user_id,mix_id,mix_name,mix_tags,track_id,track_name,artist_name,focus,voice_instrumental_value,voice_instrumental_prob,bpm,danceability_value,danceability_prob,tone
26,74,Madopalogic,,888,Italian Waffle,Mujaji,0
26,74,Madopalogic,,890,Boss on the Boat,Tosca,0
26,74,Madopalogic,,891,Focus on Sight,Thievery Corporation,0
26,74,Madopalogic,,892,Problem Is,Dub Pistols,0,voice,0.789910554886,120.010848999,danceable,0.963921248913,minor
26,74,Madopalogic,,895,Fender Bender,Kid Koala,0,instrumental,0.939406752586,164.708999634,danceable,0.926988959312,major
26,74,Madopalogic,,896,6 Underground (Nellee Hooper Edit),Sneaker Pimps,0
26,74,Madopalogic,,897,Numb,Portishead,0
26,74,Madopalogic,,898,Happy Cycling,Boards of Canada,0,voice,0.993770718575,151.388198853,danceable,0.584775388241,minor
26,74,Madopalogic,,901,Homage to Patagonia,Lemon Jelly,0,instrumental,0.954063713551,91.7704162598,danceable,0.999887168407,minor
26,74,Madopalogic,,902,Two Months Off (Radio Edit),Underworld,0
