user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
8857,In The Basement,Teenage Bottlerocket,72192,72e10d17-db07-49c8-a4a5-8b7bdc36f758,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/72/72e10d17-db07-49c8-a4a5-8b7bdc36f758-0.json,FALSE
8857,The '59 Sound,The Gaslight Anthem,72195,ff03510f-d7f4-4909-940d-dabab8726886,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/ff/ff03510f-d7f4-4909-940d-dabab8726886-0.json,FALSE
8857,Furr,Blitzen Trapper,72193,69757102-6dac-4253-90bd-aba21458643a,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/69/69757102-6dac-4253-90bd-aba21458643a-0.json,TRUE,danceable,0.666850745678,male,0.999998927116,electronic,0.589832961559,ambient,0.728742957115,rhy,0.472083836794,jaz,0.309046447277,VienneseWaltz,0.593104422092,acoustic,0.95878559351,not_aggressive,0.972555577755,not_electronic,0.866227686405,not_happy,0.767999887466,not_party,0.809393942356,not_relaxed,0.587477505207,sad,0.665721297264,Cluster3,0.426837772131,bright,0.908832728863,atonal,0.758279621601,voice,0.999698936939
8857,The Modern Leper,Frightened Rabbit,72274,80845237-3651-4451-a10f-79a0b9dc01d8,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/80/80845237-3651-4451-a10f-79a0b9dc01d8-0.json,FALSE
8857,Stay Positive,The Hold Steady,72206,ec2b5a51-d72b-4605-aab9-c2b561db137e,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/ec/ec2b5a51-d72b-4605-aab9-c2b561db137e-0.json,TRUE,not_danceable,0.871579825878,male,0.757927000523,electronic,0.453334391117,ambient,0.558390140533,roc,0.917964041233,jaz,0.313974827528,VienneseWaltz,0.612443029881,not_acoustic,0.837240934372,aggressive,0.536494672298,not_electronic,0.511212050915,happy,0.928003013134,not_party,0.565247654915,not_relaxed,0.978404283524,not_sad,0.774872004986,Cluster5,0.317547351122,bright,0.956946015358,tonal,0.989764809608,voice,0.987768769264
8857,Highland Crawler,Gentleman Jesse,72207,2b0abf79-4c27-4bdf-8df1-ab5c80217cb1,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/2b/2b0abf79-4c27-4bdf-8df1-ab5c80217cb1-0.json,FALSE
8857,White Winter Hymnal,Fleet Foxes,72275,c835a61b-dcdb-41be-82d8-e52b4a1c8d0b,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/c8/c835a61b-dcdb-41be-82d8-e52b4a1c8d0b-0.json,TRUE,not_danceable,0.952547192574,male,0.847180128098,alternative,0.277685940266,ambient,0.750405132771,rhy,0.323837906122,jaz,0.308918893337,VienneseWaltz,0.688629984856,not_acoustic,0.551169037819,not_aggressive,0.739534199238,not_electronic,0.701828956604,happy,0.754725039005,party,0.693239092827,relaxed,0.950649380684,not_sad,0.533890783787,Cluster2,0.476128727198,bright,0.949283063412,tonal,0.660330712795,voice,0.939556777477
8857,Don't Wanna,Dead to Me,72205,e9d501f1-e462-4486-bd08-91e3ecbf8a4f,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/e/e9/e9d501f1-e462-4486-bd08-91e3ecbf8a4f-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.964897274971,dnb,0.431100547314,pop,0.385495603085,jaz,0.309046447277,ChaChaCha,0.924647510052,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,not_happy,0.983061850071,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.990610897541,Cluster5,0.61999386549,dark,0.999912559986,atonal,0.999999403954,voice,0.522020995617
8857,Keep Your Eyes Ahead,The Helio Sequence,41525,400505c1-01cc-46e9-b5e7-3e41e0239e04,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/40/400505c1-01cc-46e9-b5e7-3e41e0239e04-0.json,TRUE,danceable,0.539749741554,female,0.527476608753,electronic,0.968919456005,trance,0.552477180958,roc,0.489048421383,jaz,0.313987255096,VienneseWaltz,0.23481464386,not_acoustic,0.847748398781,not_aggressive,0.703618407249,electronic,0.622307896614,happy,0.865978360176,not_party,0.5343272686,not_relaxed,0.880817770958,not_sad,0.694061875343,Cluster5,0.42394733429,bright,0.960285365582,tonal,0.941902816296,voice,0.829051971436
8857,Eraser,No Age,56875,016d38b5-cd8b-4709-9578-eeee1bd8867d,8204,alternative rock,gschmitt's Top  Records of '08,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/01/016d38b5-cd8b-4709-9578-eeee1bd8867d-0.json,TRUE,not_danceable,0.947361707687,female,0.927507996559,rock,0.284150391817,ambient,0.680823147297,roc,0.501779258251,jaz,0.313974827528,ChaChaCha,0.902401745319,not_acoustic,0.986236929893,aggressive,0.843245029449,not_electronic,0.9226115942,happy,0.935057640076,party,0.829262316227,not_relaxed,0.801860570908,not_sad,0.904530286789,Cluster2,0.273924261332,bright,0.985018074512,tonal,0.735497355461,voice,0.998444318771
