user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
21271,C-C (You Set the Fire in Me),Tom Vek,196479,c2fb8aac-cb5f-4151-b33f-7ee82efea4be,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/c2/c2fb8aac-cb5f-4151-b33f-7ee82efea4be-0.json,FALSE
21271,The Equaliser,Clinic,196486,860e1bd4-1a21-4ba9-a137-a726595b9cae,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/86/860e1bd4-1a21-4ba9-a137-a726595b9cae-0.json,FALSE
21271,There's No Other Way,Blur,196487,c0e761d5-2ec2-449b-9b6b-733cfd595db7,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/c0/c0e761d5-2ec2-449b-9b6b-733cfd595db7-0.json,FALSE
21271,L.S.F. (Lost Souls Forever),Kasabian,196491,2feba83b-8a4c-4f56-995b-4d64855dc9fc,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/2f/2feba83b-8a4c-4f56-995b-4d64855dc9fc-0.json,TRUE,danceable,0.520253717899,male,0.890027999878,electronic,0.652111589909,ambient,0.448121726513,roc,0.416581749916,jaz,0.313987255096,ChaChaCha,0.514801740646,not_acoustic,0.835785806179,not_aggressive,0.693524360657,not_electronic,0.756739079952,not_happy,0.549305319786,party,0.526355683804,not_relaxed,0.982496678829,not_sad,0.701743662357,Cluster5,0.308913469315,bright,0.993075966835,tonal,0.836931109428,voice,0.612404048443
21271,The Dismemberment Plan Gets Rich,The Dismemberment Plan,196489,3c9872e4-aacf-4880-bccb-22f7d98ea63c,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/3c/3c9872e4-aacf-4880-bccb-22f7d98ea63c-0.json,FALSE
21271,Some Velvet Morning (feat. Kate Moss),Primal Scream,196492,fb316c7c-bfbe-4448-b6bf-48c26e171391,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/fb/fb316c7c-bfbe-4448-b6bf-48c26e171391-0.json,TRUE,danceable,0.99980711937,female,0.905369997025,electronic,0.982745289803,trance,0.504437744617,dan,0.459598392248,jaz,0.310666948557,ChaChaCha,0.948410570621,not_acoustic,0.99999755621,not_aggressive,1,electronic,0.844455957413,not_happy,0.999992072582,not_party,0.99664658308,relaxed,0.808663845062,not_sad,0.861384391785,Cluster3,0.40211468935,dark,0.901540100574,atonal,0.991321861744,instrumental,0.670718371868
21271,"Fido, Your Leash Is Too Long",The Magnetic Fields,196495,b0addbb3-d7fd-496f-bfd8-6ae8d8b3f832,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/b/b0/b0addbb3-d7fd-496f-bfd8-6ae8d8b3f832-0.json,TRUE,danceable,0.999967753887,female,0.918460726738,electronic,0.961440980434,house,0.774737298489,hip,0.687505662441,jaz,0.264038801193,ChaChaCha,0.215294063091,not_acoustic,0.999982774258,not_aggressive,0.820880353451,electronic,0.963782131672,happy,0.83155798912,party,0.709183394909,relaxed,0.633542716503,not_sad,0.939373135567,Cluster5,0.456591486931,dark,0.964119434357,atonal,0.98950958252,instrumental,0.684557318687
21271,Toy Boy,Stuck in the Sound,196497,9dad39ae-4230-468c-b97a-90e74db2ed2e,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/9/9d/9dad39ae-4230-468c-b97a-90e74db2ed2e-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999985456467,trance,0.758936047554,pop,0.475208491087,jaz,0.309046447277,Rumba-American,0.356020331383,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,happy,0.652428150177,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.788801014423,Cluster5,0.61999386549,dark,0.957302033901,atonal,0.99999910593,instrumental,1
21271,The Dismemberment Plan Gets Rich,The Dismemberment Plan,196498,3c9872e4-aacf-4880-bccb-22f7d98ea63c,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/3c/3c9872e4-aacf-4880-bccb-22f7d98ea63c-0.json,FALSE
21271,"I Hate You, Rob Crow (Album Version)",Rob Crow,196501,96ed2d1c-f6e8-40f6-b7f5-8e0b2806c6f1,23647,"indie rock, electronica, guilty pleasures",YOU'RE KILLING ME SMALLS!:  Spring Mix '09,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/9/96/96ed2d1c-f6e8-40f6-b7f5-8e0b2806c6f1-0.json,TRUE,not_danceable,0.807395815849,male,0.828560054302,rock,0.376710921526,ambient,0.530803322792,roc,0.436237752438,jaz,0.313951909542,ChaChaCha,0.611318945885,not_acoustic,0.817177295685,not_aggressive,0.791310966015,not_electronic,0.649359643459,happy,0.722851157188,not_party,0.788525283337,relaxed,0.582762658596,not_sad,0.742277145386,Cluster2,0.339887231588,dark,0.51246291399,tonal,0.913178503513,instrumental,0.857864797115
