user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
15752,Aquellos Ojos Verdes,Nat King Cole,132773,6dd06e2a-7bb3-478f-b295-79b39cabb2c1,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/6d/6dd06e2a-7bb3-478f-b295-79b39cabb2c1-0.json,FALSE
15752,Put A Lid On It,Squirrel Nut Zippers,72540,8740f5d5-0da7-48e8-950e-6f152fd20104,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/87/8740f5d5-0da7-48e8-950e-6f152fd20104-0.json,FALSE
15752,Walking To Shoot,Patrick Doyle,160591,34b79fea-e25a-4262-955d-5c5d7332b564,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/34/34b79fea-e25a-4262-955d-5c5d7332b564-0.json,TRUE,danceable,0.798828303814,female,0.969861149788,jazz,0.459678053856,ambient,0.731205880642,jaz,0.524303972721,jaz,0.3217048347,Tango,0.418908059597,acoustic,0.749511539936,not_aggressive,0.999999761581,not_electronic,0.839469373226,not_happy,0.647568821907,not_party,0.972555994987,relaxed,0.90255355835,sad,0.810040533543,Cluster2,0.24196870625,bright,0.999993085861,tonal,0.924250483513,instrumental,0.926023304462
15752,Black Night,Holly Golightly,133406,285a18c9-4247-4e33-a54e-cc088139bed0,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/28/285a18c9-4247-4e33-a54e-cc088139bed0-0.json,FALSE
15752,Is That All There Is?,Peggy Lee,226195,dd58b97a-dc7f-4ef5-b93e-4a3c77e7dd1d,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/dd/dd58b97a-dc7f-4ef5-b93e-4a3c77e7dd1d-0.json,FALSE
15752,Caruso,Andrea Bocelli,412213,39121359-da0b-43b7-ad0f-887c1ec63130,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/39/39121359-da0b-43b7-ad0f-887c1ec63130-0.json,FALSE
15752,Some Velvet Morning,Nancy Sinatra & Lee Hazelwood,345166,22a6ea7d-67f6-457a-8187-ec3006bc417d,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/2/22/22a6ea7d-67f6-457a-8187-ec3006bc417d-0.json,TRUE,danceable,0.513115227222,male,0.92356044054,electronic,0.44004675746,ambient,0.677411794662,rhy,0.357066988945,jaz,0.308918774128,VienneseWaltz,0.758149921894,acoustic,0.9271479249,not_aggressive,0.99079656601,not_electronic,0.835842430592,not_happy,0.893619298935,not_party,0.90801525116,relaxed,0.914385259151,sad,0.638836085796,Cluster2,0.377980709076,dark,0.923828423023,atonal,0.744513392448,voice,0.885538637638
15752,Sea of Love,The Honeydrippers,45384,0aa2973f-e5dc-46b7-bf82-dc259c0e8a95,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/0a/0aa2973f-e5dc-46b7-bf82-dc259c0e8a95-0.json,FALSE
15752,Scherzo In G,Patrick Doyle,160594,fd0836d6-5c70-41e9-9c68-77be9d2c75cc,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/fd/fd0836d6-5c70-41e9-9c68-77be9d2c75cc-0.json,TRUE,not_danceable,0.992013394833,male,0.574868083,folkcountry,0.823809921741,ambient,0.96788007021,cla,0.855142951012,jaz,0.309046447277,Tango,0.972729146481,acoustic,0.568604171276,not_aggressive,0.996440291405,not_electronic,0.668790638447,happy,0.982505559921,party,0.679748952389,relaxed,0.780577242374,sad,0.873285651207,Cluster5,0.294969588518,bright,0.991921305656,tonal,0.884671032429,instrumental,0.609799683094
15752,Ghost Town,The Specials,151060,87222bef-d095-4cbf-92dc-1a1c1bc1d0a8,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/87/87222bef-d095-4cbf-92dc-1a1c1bc1d0a8-0.json,TRUE,danceable,0.979346871376,female,0.572322070599,electronic,0.999996542931,trance,0.530558824539,hip,0.315184533596,jaz,0.138361021876,Tango,0.897255003452,not_acoustic,0.94478058815,not_aggressive,0.675489366055,electronic,0.912537336349,not_happy,0.947137951851,party,0.683180212975,not_relaxed,0.588446855545,not_sad,0.605353653431,Cluster5,0.405233025551,bright,0.994034469128,atonal,0.603110849857,instrumental,0.993390083313
15752,Oh What A World,Rufus Wainwright,160600,f05577f3-3931-4e1f-b7fc-50eedcfc22db,19023,"soundtrack, pop, cafe, score, ethnic",Music that will play in my John Malkovich coffee shop,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f0/f05577f3-3931-4e1f-b7fc-50eedcfc22db-0.json,TRUE,not_danceable,0.963584065437,female,0.93224465847,electronic,0.609451055527,ambient,0.950216114521,cla,0.717759370804,jaz,0.307928234339,Tango,0.924998044968,acoustic,0.7113083601,not_aggressive,0.978637754917,not_electronic,0.901660740376,not_happy,0.51218521595,not_party,0.913845419884,relaxed,0.94457834959,sad,0.755018770695,Cluster2,0.455638498068,bright,0.98495298624,tonal,0.779653906822,voice,0.991567254066
