user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
6635,Summer Nights,John Travolta & Olivia,206797,690514d7-606a-4f94-a3e0-acc273c801f4,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/69/690514d7-606a-4f94-a3e0-acc273c801f4-0.json,FALSE
6635,Orange Sky,Alexi Murdoch,71856,f069a3bd-fa5a-4ec7-88c4-88a6afcd1b06,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f0/f069a3bd-fa5a-4ec7-88c4-88a6afcd1b06-0.json,TRUE,not_danceable,1,female,0.622132599354,electronic,0.999994874001,ambient,0.419006019831,rhy,0.583401322365,jaz,0.309046447277,Rumba-American,0.296184957027,not_acoustic,0.910074710846,not_aggressive,1,electronic,0.979391634464,not_happy,0.98402941227,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.663774907589,Cluster5,0.616642534733,dark,0.956420183182,atonal,1,instrumental,1
6635,Punkrocker,Teddybears,98050,3248fc94-f2da-4622-8818-c3ce7bed7a1b,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/32/3248fc94-f2da-4622-8818-c3ce7bed7a1b-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999992549419,trance,0.660422444344,pop,0.473208248615,jaz,0.309046447277,Samba,0.230768382549,not_acoustic,0.904411971569,not_aggressive,1,electronic,0.979391694069,happy,0.515968322754,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.779214918613,Cluster5,0.61999386549,dark,0.86195230484,atonal,0.941428482533,instrumental,0.999999761581
6635,Spam Song,Monty Python,153205,0a7d6d4f-9b78-4eaf-9182-d176919a9717,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/0a/0a7d6d4f-9b78-4eaf-9182-d176919a9717-0.json,FALSE
6635,Asterisk,Orange Range,239940,348f3ce9-a2e6-4993-a8f9-98eb08345f6b,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/34/348f3ce9-a2e6-4993-a8f9-98eb08345f6b-0.json,FALSE
6635,A Little Piece Of Heaven Album Version,Avenged Sevenfold,205080,075582f4-a279-41d0-acb8-474bc4e836bd,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/07/075582f4-a279-41d0-acb8-474bc4e836bd-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999999701977,trance,0.738963663578,roc,0.410760700703,jaz,0.309046447277,Rumba-American,0.861286580563,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,happy,0.818038344383,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.666453897953,Cluster5,0.61999386549,dark,0.996736109257,atonal,0.999996960163,instrumental,0.993772268295
6635,Take On Me,a-ha,29905,98b3d334-0fad-4a5b-add5-7532f407418a,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/9/98/98b3d334-0fad-4a5b-add5-7532f407418a-0.json,TRUE,danceable,0.993218183517,male,0.959977388382,electronic,0.987391769886,trance,0.729892790318,dan,0.542172431946,jaz,0.313974827528,VienneseWaltz,0.300922960043,not_acoustic,0.941614031792,not_aggressive,0.900965213776,not_electronic,0.827409505844,happy,0.732716917992,party,0.826413094997,not_relaxed,0.989810407162,not_sad,0.792898774147,Cluster5,0.522619843483,bright,0.999985694885,tonal,0.976487219334,voice,0.766133546829
6635,Everybody Wants To Rule The World,Tears for Fears,6916,596337cb-4706-4c1c-a805-2d5cf73d0561,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/59/596337cb-4706-4c1c-a805-2d5cf73d0561-0.json,FALSE
6635,We Walk,The Ting Tings,33197,b456fc90-8769-48ee-84f9-06d0b8880fed,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/b/b4/b456fc90-8769-48ee-84f9-06d0b8880fed-0.json,TRUE,danceable,0.720254480839,female,0.556405544281,electronic,0.97407156229,ambient,0.70636755228,rhy,0.271958649158,jaz,0.319711565971,ChaChaCha,0.719254553318,not_acoustic,0.970235347748,not_aggressive,1,electronic,0.849663972855,not_happy,0.799824416637,not_party,0.997790455818,relaxed,0.808734536171,not_sad,0.671814739704,Cluster4,0.279283672571,dark,0.549720466137,atonal,0.590598881245,voice,0.874851882458
6635,Pencil Thin Mustache,Jimmy Buffett,271478,6e416f55-731b-4ff8-9634-0be4e17ff28d,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/6e/6e416f55-731b-4ff8-9634-0be4e17ff28d-0.json,FALSE
6635,Hurt,Nine Inch Nails,271481,b7ee935d-f1d6-4bb9-9920-53b8865d22eb,33948,"summer, 2009, fun",Music for Peeps: June/July 2009,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/b/b7/b7ee935d-f1d6-4bb9-9920-53b8865d22eb-0.json,TRUE,not_danceable,0.974730670452,female,0.909252583981,electronic,0.999301016331,ambient,0.868342936039,cla,0.850637376308,jaz,0.313685059547,VienneseWaltz,0.758475840092,acoustic,0.801067829132,not_aggressive,0.90143018961,not_electronic,0.948802053928,not_happy,0.836922228336,not_party,0.981727480888,relaxed,0.625768840313,sad,0.57035702467,Cluster5,0.393112570047,bright,0.908418357372,atonal,0.960067331791,instrumental,0.913105785847
