user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
20344,Take This Waltz,Leonard Cohen,5519,afb9b3c0-f3d0-4cc2-b199-dd57aea68ff4,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/a/af/afb9b3c0-f3d0-4cc2-b199-dd57aea68ff4-0.json,FALSE
20344,Wuthering Heights,Kate Bush,50059,33df9b39-3cc9-4d5f-8054-2d19a8716b33,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/33/33df9b39-3cc9-4d5f-8054-2d19a8716b33-0.json,FALSE
20344,A Picture Of Dorian Gray,Television Personalities,77826,86b0dd21-b148-4e72-88ba-330195222d2e,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/86/86b0dd21-b148-4e72-88ba-330195222d2e-0.json,FALSE
20344,Afternoons And Coffeespoons,Crash Test Dummies,212360,d216cccf-9854-4301-a957-8afb23080f3b,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/d2/d216cccf-9854-4301-a957-8afb23080f3b-0.json,FALSE
20344,Banana Co.,Radiohead,182405,7fcd0911-b7c4-49ef-891e-d18452d5cea1,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/7f/7fcd0911-b7c4-49ef-891e-d18452d5cea1-0.json,FALSE
20344,Child's Christmas In Wales,John Cale,212240,dc3d2609-6e5e-43c4-b48a-a730f45c7f5a,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/d/dc/dc3d2609-6e5e-43c4-b48a-a730f45c7f5a-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.994017958641,ambient,0.443789094687,pop,0.301051467657,jaz,0.309046447277,ChaChaCha,0.243225112557,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,happy,0.578342914581,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.879223287106,Cluster5,0.61999386549,dark,0.991617739201,atonal,0.971023142338,instrumental,0.978810667992
20344,My House,Lou Reed,212233,016dc66e-34d9-4596-a93f-c54b21bd568a,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/01/016dc66e-34d9-4596-a93f-c54b21bd568a-0.json,TRUE,not_danceable,0.854257404804,male,0.854271650314,electronic,0.996829330921,ambient,0.471920490265,rhy,0.441104918718,jaz,0.328457683325,Tango,0.377178698778,not_acoustic,0.608810663223,not_aggressive,0.989076495171,not_electronic,0.72752559185,happy,0.546448588371,not_party,0.740310072899,relaxed,0.790005683899,not_sad,0.57621473074,Cluster5,0.307165622711,bright,0.774845480919,atonal,0.744233310223,voice,0.998013615608
20344,The Ghost Of Tom Joad,Bruce Springsteen,14867,a55928b3-6f91-4316-a651-9112e58df8b7,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/a/a5/a55928b3-6f91-4316-a651-9112e58df8b7-0.json,FALSE
20344,Don't Stand So Close To Me,Sting & The Police,98073,47c48b32-7f29-4034-a6f7-61b9ae935d17,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/47/47c48b32-7f29-4034-a6f7-61b9ae935d17-0.json,FALSE
20344,Bukowski,Modest Mouse,49539,fc7a4a93-21b0-48b8-be1f-b8be44e92a44,25732,"indie rock, alternative rock, rock",Literate Songs.  Either mentions or is about famous writers/works.,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/fc/fc7a4a93-21b0-48b8-be1f-b8be44e92a44-0.json,TRUE,danceable,0.647353947163,male,0.716089904308,electronic,0.997779071331,ambient,0.41768309474,rhy,0.688538491726,jaz,0.3217048347,Tango,0.620232999325,not_acoustic,0.873800456524,not_aggressive,1,electronic,0.683892428875,not_happy,0.904279172421,not_party,0.999394536018,relaxed,0.809610128403,sad,0.5793171525,Cluster3,0.337471723557,dark,0.715542793274,atonal,0.570299267769,instrumental,0.724401831627
