user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
15390,Obsidian,Zu,124632,487b1077-74e5-4ab0-8b74-516c487dac1f,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/48/487b1077-74e5-4ab0-8b74-516c487dac1f-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999983668327,trance,0.392348766327,roc,0.531301677227,jaz,0.309046447277,Samba,0.217032402754,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,happy,0.841114223003,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.858362257481,Cluster5,0.61999386549,dark,0.997200727463,atonal,0.999999880791,instrumental,0.999993085861
15390,Engine Of Ruin,Earth,121197,57532bbd-12c2-4c50-b7d5-68f158a66748,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/57/57532bbd-12c2-4c50-b7d5-68f158a66748-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999998986721,ambient,0.763396084309,rhy,0.448938459158,jaz,0.309046447277,Tango,0.636177122593,not_acoustic,0.980412960052,not_aggressive,1,electronic,0.97906601429,not_happy,0.972436666489,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.634032428265,Cluster5,0.61999130249,dark,0.999336540699,atonal,1,instrumental,0.994217514992
15390,Ring Me To Sleep,Woods,121196,7988fb3b-2e5f-4bd8-88fd-898a67ed0484,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/79/7988fb3b-2e5f-4bd8-88fd-898a67ed0484-0.json,FALSE
15390,Portrait Of A Man,Screamin' Jay Hawkins,132413,f4b8396c-d31c-4636-9128-80fcf7a15430,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f4/f4b8396c-d31c-4636-9128-80fcf7a15430-0.json,FALSE
15390,The Shining Path,Sun City Girls,121195,80f61e6b-e2b6-4b5c-a5e4-90332bcd2918,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/80/80f61e6b-e2b6-4b5c-a5e4-90332bcd2918-0.json,FALSE
15390,My Baby Quit Me,Leadbelly,132409,be225b0b-024a-41da-b2c5-f911f8b531ff,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/b/be/be225b0b-024a-41da-b2c5-f911f8b531ff-0.json,TRUE,not_danceable,0.993879795074,female,0.510964155197,electronic,0.512236714363,ambient,0.969914376736,cla,0.999489307404,cla,0.688765466213,Tango,0.973450362682,acoustic,0.867972314358,not_aggressive,0.962025463581,not_electronic,0.848909318447,not_happy,0.672992289066,not_party,0.981872916222,relaxed,0.980301976204,sad,0.547508597374,Cluster2,0.425703257322,bright,0.627048969269,atonal,0.566995799541,instrumental,0.999994039536
15390,Same Old Thing,The Black Keys,132387,6e86f6fc-b8cc-4981-b67c-ebbdb7e183f6,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/6e/6e86f6fc-b8cc-4981-b67c-ebbdb7e183f6-0.json,TRUE,danceable,0.885391950607,male,0.999983847141,electronic,0.96144503355,ambient,0.490547984838,roc,0.356930434704,jaz,0.313974827528,VienneseWaltz,0.531162202358,not_acoustic,0.867623448372,not_aggressive,0.578287124634,not_electronic,0.648596346378,not_happy,0.718326330185,not_party,0.629171848297,not_relaxed,0.566522419453,not_sad,0.788460016251,Cluster5,0.38586422801,bright,0.568206250668,tonal,0.734165966511,voice,0.93675583601
15390,Hit It and Quit It,Funkadelic,121194,f98e6b24-1d62-4db8-85b4-e61f12ab352b,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f9/f98e6b24-1d62-4db8-85b4-e61f12ab352b-0.json,TRUE,not_danceable,0.838189840317,female,0.728663563728,electronic,0.518492996693,ambient,0.530126571655,rhy,0.434797137976,jaz,0.313974827528,VienneseWaltz,0.295469731092,not_acoustic,0.829362511635,not_aggressive,0.939160108566,electronic,0.575744271278,happy,0.662004649639,party,0.727274119854,not_relaxed,0.535894036293,not_sad,0.755389690399,Cluster5,0.436668395996,bright,0.792643129826,atonal,0.896031200886,instrumental,0.918629586697
15390,So Tired Of Being Alone,Al Greene,131919,88d04d3a-4c01-4424-8fad-844d1a73f713,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/8/88/88d04d3a-4c01-4424-8fad-844d1a73f713-0.json,FALSE
15390,The House Song,The Beta Band,130060,f7a4c72c-4f6e-4736-a8c3-211f8e5400d3,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f7/f7a4c72c-4f6e-4736-a8c3-211f8e5400d3-0.json,FALSE
15390,Gunslinger,Mink DeVille,131793,a404d384-3fd3-463e-95d9-4b6e379c6e53,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/a/a4/a404d384-3fd3-463e-95d9-4b6e379c6e53-0.json,FALSE
15390,This Mess We're In,PJ Harvey & Thom Yorke,131912,4773a442-5534-4824-aa7a-5ffd52147c4b,22413,"electronic, blues, indie rock",Circle that contain the Essence,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/47/4773a442-5534-4824-aa7a-5ffd52147c4b-0.json,FALSE
